PBS L2:L3,Sensor,s1 [mm],T1 [deg],R1 [mm],X1 [mm],Y1 [mm],Z1 [mm],P1 [deg],s2 [mm],T2 [deg],R2 [mm],X2 [mm],Y2 [mm],Z2 [mm],Nturns,Turn Area [mm^2]
MAGX:PFLX,SL-IOL1-190L,-3566.94,172.5,1240,-1229.39,161.85,-536.03,nan,-3326.14,212.5,1240,-1045.81,-666.25,-776.83,1,nan
MAGX:PFLX,SL-IOL1-290U,3326.14,272.5,1240,54.09,-1238.82,776.83,nan,3566.94,312.5,1240,837.73,-914.22,536.03,1,nan
MAGX:PFLX,SL-IOL1-290L,-3566.94,272.5,1240,54.09,-1238.82,-536.03,nan,-3326.14,312.5,1240,837.73,-914.22,-776.83,1,nan
MAGX:PFLX,SL-IOL2-010U,3119.17,352.5,1240,1229.39,-161.85,983.8,nan,3326.14,32.5,1240,1045.81,666.25,776.83,1,nan
MAGX:PFLX,SL-IOL2-010L,-3326.14,352.5,1240,1229.39,-161.85,-776.83,nan,-3119.17,32.5,1240,1045.81,666.25,-983.8,1,nan
MAGX:PFLX,SL-IOL2-110U,3119.17,92.5,1240,-54.09,1238.82,983.8,nan,3326.14,132.5,1240,-837.73,914.22,776.83,1,nan
MAGX:PFLX,SL-IOL2-110L,-3326.14,92.5,1240,-54.09,1238.82,-776.83,nan,-3119.17,132.5,1240,-837.73,914.22,-983.8,1,nan
MAGX:PFLX,SL-IOL2-190U,3119.17,172.5,1240,-1229.39,161.85,983.8,nan,3326.14,212.5,1240,-1045.81,-666.25,776.83,1,nan
MAGX:PFLX,SL-IOL2-190L,-3326.14,172.5,1240,-1229.39,161.85,-776.83,nan,-3119.17,212.5,1240,-1045.81,-666.25,-983.8,1,nan
MAGX:PFLX,SL-IOL2-290U,3119.17,272.5,1240,54.09,-1238.82,983.8,nan,3326.14,312.5,1240,837.73,-914.22,776.83,1,nan
MAGX:PFLX,SL-IOL2-290L,-3326.14,272.5,1240,54.09,-1238.82,-776.83,nan,-3119.17,312.5,1240,837.73,-914.22,-983.8,1,nan
MAGX:PFLX,SL-DVT1-010U,2863.68,352.5,1251.88,1241.17,-163.4,1237.52,nan,3119.17,32.5,1240,1045.81,666.25,983.8,1,nan
MAGX:PFLX,SL-DVT1-010L,-3119.17,352.5,1240,1229.39,-161.85,-983.8,nan,-2863.68,32.5,1251.88,1055.82,672.63,-1237.52,1,nan
MAGX:PFLX,SL-DVT1-110U,2863.68,92.5,1251.88,-54.61,1250.69,1237.52,nan,3119.17,132.5,1240,-837.73,914.22,983.8,1,nan
MAGX:PFLX,SL-DVT1-110L,-3119.17,92.5,1240,-54.09,1238.82,-983.8,nan,-2863.68,132.5,1251.88,-845.76,922.98,-1237.52,1,nan
MAGX:PFLX,SL-DVT1-190U,2863.68,172.5,1251.88,-1241.17,163.4,1237.52,nan,3119.17,212.5,1240,-1045.81,-666.25,983.8,1,nan
MAGX:PFLX,SL-DVT1-190L,-3119.17,172.5,1240,-1229.39,161.85,-983.8,nan,-2863.68,212.5,1251.88,-1055.82,-672.63,-1237.52,1,nan
MAGX:PFLX,SL-DVT1-290U,2863.68,272.5,1251.88,54.61,-1250.69,1237.52,nan,3119.17,312.5,1240,837.73,-914.22,983.8,1,nan
MAGX:PFLX,SL-DVT1-290L,-3119.17,272.5,1240,54.09,-1238.82,-983.8,nan,-2863.68,312.5,1251.88,845.76,-922.98,-1237.52,1,nan
MAGX:PFLX,SL-DT23-010U,2549.5,352.5,1464.77,1452.24,-191.19,1467.43,nan,2863.68,32.5,1251.88,1055.82,672.63,1237.52,1,nan
MAGX:PFLX,SL-DT23-010L,-2863.68,352.5,1251.88,1241.17,-163.4,-1237.52,nan,-2549.5,32.5,1464.77,1235.38,787.02,-1467.43,1,nan
MAGX:PFLX,SL-DT23-110U,2549.5,92.5,1464.77,-63.89,1463.38,1467.43,nan,2863.68,132.5,1251.88,-845.76,922.98,1237.52,1,nan
MAGX:PFLX,SL-DT23-110L,-2863.68,92.5,1251.88,-54.61,1250.69,-1237.52,nan,-2549.5,132.5,1464.77,-989.59,1079.94,-1467.43,1,nan
MAGX:PFLX,SL-DT23-190U,2549.5,172.5,1464.77,-1452.24,191.19,1467.43,nan,2863.68,212.5,1251.88,-1055.82,-672.63,1237.52,1,nan
MAGX:PFLX,SL-DT23-190L,-2863.68,172.5,1251.88,-1241.17,163.4,-1237.52,nan,-2549.5,212.5,1464.77,-1235.38,-787.02,-1467.43,1,nan
MAGX:PFLX,SL-DT23-290U,2549.5,272.5,1464.77,63.89,-1463.38,1467.43,nan,2863.68,312.5,1251.88,845.76,-922.98,1237.52,1,nan
MAGX:PFLX,SL-DT23-290L,-2863.68,272.5,1251.88,54.61,-1250.69,-1237.52,nan,-2549.5,312.5,1464.77,989.59,-1079.94,-1467.43,1,nan
MAGX:PFLX,SL-DVT4-010U,2294.46,352.5,1648.18,1634.08,-215.13,1643.19,nan,2549.5,32.5,1464.77,1235.38,787.02,1467.43,1,nan
MAGX:PFLX,SL-DVT4-010L,-2549.5,352.5,1464.77,1452.24,-191.19,-1467.43,nan,-2294.46,32.5,1648.18,1390.06,885.56,-1643.19,1,nan
MAGX:PFLX,SL-DVT4-110U,2294.46,92.5,1648.18,-71.89,1646.61,1643.19,nan,2549.5,132.5,1464.77,-989.59,1079.94,1467.43,1,nan
MAGX:PFLX,SL-DVT4-110L,-2549.5,92.5,1464.77,-63.89,1463.38,-1467.43,nan,-2294.46,132.5,1648.18,-1113.49,1215.16,-1643.19,1,nan
MAGX:PFLX,SL-DVT4-190U,2294.46,172.5,1648.18,-1634.08,215.13,1643.19,nan,2549.5,212.5,1464.77,-1235.38,-787.02,1467.43,1,nan
MAGX:PFLX,SL-DVT4-190L,-2549.5,172.5,1464.77,-1452.24,191.19,-1467.43,nan,-2294.46,212.5,1648.18,-1390.06,-885.56,-1643.19,1,nan
MAGX:PFLX,SL-DVT4-290U,2294.46,272.5,1648.18,71.89,-1646.61,1643.19,nan,2549.5,312.5,1464.77,989.59,-1079.94,1467.43,1,nan
MAGX:PFLX,SL-DVT4-290L,-2549.5,272.5,1464.77,63.89,-1463.38,-1467.43,nan,-2294.46,312.5,1648.18,1113.49,-1215.16,-1643.19,1,nan
MAGX:PFLX,SL-DT5B-010U,2055.38,352.5,1878.18,1862.11,-245.15,1629.3,nan,2294.46,32.5,1648.18,1390.06,885.56,1643.19,1,nan
MAGX:PFLX,SL-DT5B-010L,-2294.46,352.5,1648.18,1634.08,-215.13,-1643.19,nan,-2055.38,32.5,1878.18,1584.04,1009.15,-1629.3,1,nan
MAGX:PFLX,SL-DT5B-110U,2055.38,92.5,1878.18,-81.93,1876.4,1629.3,nan,2294.46,132.5,1648.18,-1113.49,1215.16,1643.19,1,nan
MAGX:PFLX,SL-DT5B-110L,-2294.46,92.5,1648.18,-71.89,1646.61,-1643.19,nan,-2055.38,132.5,1878.18,-1268.88,1384.74,-1629.3,1,nan
MAGX:PFLX,SL-DT5B-190U,2055.38,172.5,1878.18,-1862.11,245.15,1629.3,nan,2294.46,212.5,1648.18,-1390.06,-885.56,1643.19,1,nan
MAGX:PFLX,SL-DT5B-190L,-2294.46,172.5,1648.18,-1634.08,215.13,-1643.19,nan,-2055.38,212.5,1878.18,-1584.04,-1009.15,-1629.3,1,nan
MAGX:PFLX,SL-DT5B-290U,2055.38,272.5,1878.18,81.93,-1876.4,1629.3,nan,2294.46,312.5,1648.18,1113.49,-1215.16,1643.19,1,nan
MAGX:PFLX,SL-DT5B-290L,-2294.46,272.5,1648.18,71.89,-1646.61,-1643.19,nan,-2055.38,312.5,1878.18,1268.88,-1384.74,-1629.3,1,nan
MAGX:PFLX,SL-DT5C-010U,1786.16,352.5,1900,1883.75,-248,1365.75,nan,2055.38,32.5,1878.18,1584.04,1009.15,1629.3,1,nan
MAGX:PFLX,SL-DT5C-010L,-2055.38,352.5,1878.18,1862.11,-245.15,-1629.3,nan,-1786.16,32.5,1900,1602.44,1020.87,-1365.75,1,nan
MAGX:PFLX,SL-DT5C-110U,1786.16,92.5,1900,-82.88,1898.19,1365.75,nan,2055.38,132.5,1878.18,-1268.88,1384.74,1629.3,1,nan
MAGX:PFLX,SL-DT5C-110L,-2055.38,92.5,1878.18,-81.93,1876.4,-1629.3,nan,-1786.16,132.5,1900,-1283.62,1400.83,-1365.75,1,nan
MAGX:PFLX,SL-DT5C-190U,1786.16,172.5,1900,-1883.75,248,1365.75,nan,2055.38,212.5,1878.18,-1584.04,-1009.15,1629.3,1,nan
MAGX:PFLX,SL-DT5C-190L,-2055.38,172.5,1878.18,-1862.11,245.15,-1629.3,nan,-1786.16,212.5,1900,-1602.44,-1020.87,-1365.75,1,nan
MAGX:PFLX,SL-DT5C-290U,1786.16,272.5,1900,82.88,-1898.19,1365.75,nan,2055.38,312.5,1878.18,1268.88,-1384.74,1629.3,1,nan
MAGX:PFLX,SL-DT5C-290L,-2055.38,272.5,1878.18,81.93,-1876.4,-1629.3,nan,-1786.16,312.5,1900,1283.62,-1400.83,-1365.75,1,nan
MAGX:PFLX,SL-DVT6-010U,1541.83,352.5,1912.18,1895.82,-249.59,1123.59,nan,1786.16,32.5,1900,1602.44,1020.87,1365.75,1,nan
MAGX:PFLX,SL-DVT6-010L,-1786.16,352.5,1900,1883.75,-248,-1365.75,nan,-1541.83,32.5,1912.18,1612.72,1027.41,-1123.59,1,nan
MAGX:PFLX,SL-DVT6-110U,1541.83,92.5,1912.18,-83.41,1910.36,1123.59,nan,1786.16,132.5,1900,-1283.62,1400.83,1365.75,1,nan
MAGX:PFLX,SL-DVT6-110L,-1786.16,92.5,1900,-82.88,1898.19,-1365.75,nan,-1541.83,132.5,1912.18,-1291.85,1409.81,-1123.59,1,nan
MAGX:PFLX,SL-DVT6-190U,1541.83,172.5,1912.18,-1895.82,249.59,1123.59,nan,1786.16,212.5,1900,-1602.44,-1020.87,1365.75,1,nan
MAGX:PFLX,SL-DVT6-190L,-1786.16,172.5,1900,-1883.75,248,-1365.75,nan,-1541.83,212.5,1912.18,-1612.72,-1027.41,-1123.59,1,nan
MAGX:PFLX,SL-DVT6-290U,1541.83,272.5,1912.18,83.41,-1910.36,1123.59,nan,1786.16,312.5,1900,1283.62,-1400.83,1365.75,1,nan
MAGX:PFLX,SL-DVT6-290L,-1786.16,272.5,1900,82.88,-1898.19,-1365.75,nan,-1541.83,312.5,1912.18,1291.85,-1409.81,-1123.59,1,nan
MAGX:PFLX,SL-OOLM-010U,1301.08,354.5,2112.81,2103.09,-202.5,993.33,nan,1541.83,34.5,1912.18,1575.88,1083.07,1123.59,1,nan
MAGX:PFLX,SL-OOLM-010L,-1541.83,354.5,1912.18,1903.38,-183.27,-1123.59,nan,-1301.08,34.5,2112.81,1741.22,1196.71,-993.33,1,nan
MAGX:PFLX,SL-OOLM-110U,1301.08,94.5,2112.81,-165.77,2106.3,993.33,nan,1541.83,134.5,1912.18,-1340.27,1363.87,1123.59,1,nan
MAGX:PFLX,SL-OOLM-110L,-1541.83,94.5,1912.18,-150.03,1906.29,-1123.59,nan,-1301.08,134.5,2112.81,-1480.89,1506.96,-993.33,1,nan
MAGX:PFLX,SL-OOLM-190U,1301.08,174.5,2112.81,-2103.09,202.5,993.33,nan,1541.83,214.5,1912.18,-1575.88,-1083.07,1123.59,1,nan
MAGX:PFLX,SL-OOLM-190L,-1541.83,174.5,1912.18,-1903.38,183.27,-1123.59,nan,-1301.08,214.5,2112.81,-1741.22,-1196.71,-993.33,1,nan
MAGX:PFLX,SL-OOLM-290U,1301.08,274.5,2112.81,165.77,-2106.3,993.33,nan,1541.83,314.5,1912.18,1340.27,-1363.87,1123.59,1,nan
MAGX:PFLX,SL-OOLM-290L,-1541.83,274.5,1912.18,150.03,-1906.29,-1123.59,nan,-1301.08,314.5,2112.81,1480.89,-1506.96,-993.33,1,nan
MAGX:PFLX,SL-OMPS-010U,877.47,354.5,2478.1,2466.69,-237.52,778.82,nan,1301.08,34.5,2112.81,1741.22,1196.71,993.33,1,nan
MAGX:PFLX,SL-OMPS-010L,-1301.08,354.5,2112.81,2103.09,-202.5,-993.33,nan,-877.47,34.5,2478.1,2042.26,1403.61,-778.82,1,nan
MAGX:PFLX,SL-OMPS-110U,877.47,94.5,2478.1,-194.43,2470.46,778.82,nan,1301.08,134.5,2112.81,-1480.89,1506.96,993.33,1,nan
MAGX:PFLX,SL-OMPS-110L,-1301.08,94.5,2112.81,-165.77,2106.3,-993.33,nan,-877.47,134.5,2478.1,-1736.92,1767.5,-778.82,1,nan
MAGX:PFLX,SL-OMPS-190U,877.47,174.5,2478.1,-2466.69,237.52,778.82,nan,1301.08,214.5,2112.81,-1741.22,-1196.71,993.33,1,nan
MAGX:PFLX,SL-OMPS-190L,-1301.08,174.5,2112.81,-2103.09,202.5,-993.33,nan,-877.47,214.5,2478.1,-2042.26,-1403.61,-778.82,1,nan
MAGX:PFLX,SL-OMPS-290U,877.47,274.5,2478.1,194.43,-2470.46,778.82,nan,1301.08,314.5,2112.81,1480.89,-1506.96,993.33,1,nan
MAGX:PFLX,SL-OMPS-290L,-1301.08,274.5,2112.81,165.77,-2106.3,-993.33,nan,-877.47,314.5,2478.1,1736.92,-1767.5,-778.82,1,nan
MAGX:PFLX,SL-VSCM-010U,640,354.5,2659.74,2647.49,-254.92,640,nan,877.47,34.5,2478.1,2042.26,1403.61,778.82,1,nan
MAGX:PFLX,SL-VSCM-010L,-877.47,354.5,2478.1,2466.69,-237.52,-778.82,nan,-640,34.5,2659.74,2191.96,1506.49,-640,1,nan
MAGX:PFLX,SL-VSCM-110U,640,94.5,2659.74,-208.68,2651.54,640,nan,877.47,134.5,2478.1,-1736.92,1767.5,778.82,1,nan
MAGX:PFLX,SL-VSCM-110L,-877.47,94.5,2478.1,-194.43,2470.46,-778.82,nan,-640,134.5,2659.74,-1864.24,1897.06,-640,1,nan
MAGX:PFLX,SL-VSCM-190U,640,174.5,2659.74,-2647.49,254.92,640,nan,877.47,214.5,2478.1,-2042.26,-1403.61,778.82,1,nan
MAGX:PFLX,SL-VSCM-190L,-877.47,174.5,2478.1,-2466.69,237.52,-778.82,nan,-640,214.5,2659.74,-2191.96,-1506.49,-640,1,nan
MAGX:PFLX,SL-VSCM-290U,640,274.5,2659.74,208.68,-2651.54,640,nan,877.47,314.5,2478.1,1736.92,-1767.5,778.82,1,nan
MAGX:PFLX,SL-VSCM-290L,-877.47,274.5,2478.1,194.43,-2470.46,-778.82,nan,-640,314.5,2659.74,1864.24,-1897.06,-640,1,nan
MAGX:PFLX,SL-OMID-010M,-640,350.85,2659.74,2625.9,-422.95,-640,nan,640,30.85,2659.74,2283.42,1363.89,640,1,nan
MAGX:PFLX,SL-OMID-110M,-640,90.85,2659.74,-39.46,2659.45,-640,nan,640,130.85,2659.74,-1739.69,2011.89,640,1,nan
MAGX:PFLX,SL-OMID-190M,-640,170.85,2659.74,-2625.9,422.95,-640,nan,640,210.85,2659.74,-2283.42,-1363.89,640,1,nan
MAGX:PFLX,SL-OMID-290M,-640,270.85,2659.74,39.46,-2659.45,-640,nan,640,310.85,2659.74,1739.69,-2011.89,640,1,nan
MAGX:FFLX,FL-IDIV-100U,2863.68,92.5,1251.88,-54.61,1250.69,1237.52,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-IDIV-100L,-2863.68,92.5,1251.88,-54.61,1250.69,-1237.52,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-ODIV-100U,2294.46,92.5,1648.18,-71.89,1646.61,1643.19,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-ODIV-100L,-2294.46,92.5,1648.18,-71.89,1646.61,-1643.19,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-OOLM-280U,1541.83,272.5,1912.18,83.41,-1910.36,1123.59,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-OOLM-280L,-1541.83,272.5,1912.18,83.41,-1910.36,-1123.59,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-OMID-280U,640,274.75,2659.74,220.25,-2650.6,640,nan,nan,nan,nan,nan,nan,nan,1,nan
MAGX:FFLX,FL-OMID-280L,-640,274.75,2659.74,220.25,-2650.6,-640,nan,nan,nan,nan,nan,nan,nan,1,nan
